iter	Accuracy	MultiClass
230	0.954887218	0.2190349405
231	0.9561403509	0.218289203
232	0.9573934837	0.2174869596
233	0.9573934837	0.2160681257
234	0.9573934837	0.2154263659
235	0.9573934837	0.2144780967
236	0.9573934837	0.2137319105
237	0.9598997494	0.2126789603
238	0.9598997494	0.2119353022
239	0.9598997494	0.2112312216
240	0.9598997494	0.2106198754
241	0.9598997494	0.210203175
242	0.9598997494	0.2095186078
243	0.9598997494	0.2086951574
244	0.9598997494	0.2081427765
245	0.9598997494	0.2078797548
246	0.9598997494	0.2072267586
247	0.9598997494	0.2064962426
248	0.9598997494	0.2058269443
249	0.9611528822	0.2050488346
250	0.9611528822	0.2043385824
251	0.9611528822	0.2041262483
252	0.9611528822	0.2040303514
253	0.9611528822	0.2033289324
254	0.9611528822	0.2031584625
255	0.9611528822	0.2020214734
256	0.9611528822	0.2008957478
257	0.9611528822	0.2004698842
258	0.9611528822	0.2000582795
259	0.9611528822	0.1996396145
260	0.9611528822	0.1988388206
261	0.962406015	0.1979300387
262	0.962406015	0.1974937608
263	0.962406015	0.1973320547
264	0.962406015	0.1964208178
265	0.962406015	0.1959103623
266	0.962406015	0.1953269792
267	0.9636591479	0.194499981
268	0.9649122807	0.1937341442
269	0.9649122807	0.1932986583
270	0.9649122807	0.1925125944
271	0.9649122807	0.1917226579
272	0.9649122807	0.1911189434
273	0.9649122807	0.1908491553
274	0.9661654135	0.1903346226
275	0.9661654135	0.1899783237
276	0.9649122807	0.1891562215
277	0.9649122807	0.1887674451
278	0.9661654135	0.1882475962
279	0.9661654135	0.1874119451
280	0.9661654135	0.1870255912
281	0.9661654135	0.1865998539
282	0.9661654135	0.1861581151
283	0.9661654135	0.1855539387
284	0.9661654135	0.1847851474
285	0.9661654135	0.1837726304
286	0.9661654135	0.1828113167
287	0.9661654135	0.182114951
288	0.9661654135	0.1817808507
289	0.9661654135	0.1808513406
290	0.9674185464	0.1804757615
291	0.9674185464	0.1803041444
292	0.9674185464	0.1796447305
293	0.9674185464	0.1789307486
294	0.9674185464	0.1786107413
295	0.9674185464	0.1782182226
296	0.9674185464	0.1780981361
297	0.9686716792	0.1778204141
298	0.9686716792	0.1770886035
299	0.9686716792	0.1766152294
300	0.9686716792	0.1763354087
301	0.9711779449	0.1754726777
302	0.9711779449	0.1746458521
303	0.969924812	0.1741015135
304	0.969924812	0.1733863623
305	0.969924812	0.1730013422
306	0.9711779449	0.1727267881
307	0.9711779449	0.1721929718
308	0.9711779449	0.171819311
309	0.9711779449	0.1711308943
310	0.9724310777	0.1704066179
311	0.9724310777	0.1695668502
312	0.9724310777	0.1690441806
313	0.9724310777	0.1687219247
314	0.9724310777	0.1681782978
315	0.9724310777	0.1676522987
316	0.9724310777	0.1672824795
317	0.9724310777	0.1669688366
318	0.9724310777	0.1664941566
319	0.9749373434	0.1660799706
320	0.9749373434	0.1659568118
321	0.9736842105	0.1652236464
322	0.9749373434	0.164539432
323	0.9749373434	0.164152336
324	0.9736842105	0.1637428698
325	0.9749373434	0.1634250429
326	0.9749373434	0.1631260324
327	0.9749373434	0.1626153951
328	0.9749373434	0.162152865
329	0.9749373434	0.1615028653
330	0.9749373434	0.1610068726
331	0.9749373434	0.1605373525
332	0.9749373434	0.1600924802
333	0.9749373434	0.1595099415
334	0.9749373434	0.1591363314
335	0.9749373434	0.1587895794
336	0.9749373434	0.1586399138
337	0.9749373434	0.1581489136
338	0.9749373434	0.1572724816
339	0.9749373434	0.1567791208
340	0.9749373434	0.156297852
341	0.9749373434	0.156023956
342	0.9761904762	0.1554603921
343	0.9761904762	0.1551327251
344	0.9761904762	0.1546760425
345	0.9761904762	0.1542819116
346	0.9761904762	0.1537159261
347	0.9761904762	0.1534908416
348	0.977443609	0.1529188582
349	0.977443609	0.1524255255
350	0.977443609	0.1521449375
351	0.977443609	0.1514214068
352	0.9786967419	0.1508530287
353	0.9786967419	0.1503979889
354	0.9799498747	0.1500971119
355	0.9812030075	0.1496932885
356	0.9812030075	0.1494284751
357	0.9812030075	0.1488691654
358	0.9812030075	0.1483681164
359	0.9812030075	0.1481208664
360	0.9824561404	0.1473355719
361	0.9837092732	0.1467197938
362	0.9824561404	0.1461334479
363	0.9824561404	0.1458649565
364	0.9837092732	0.1454420486
365	0.9837092732	0.1451612782
366	0.9824561404	0.1446021953
367	0.9837092732	0.1441590449
368	0.9837092732	0.1438311583
369	0.9837092732	0.1436658706
370	0.9837092732	0.1430490763
371	0.9837092732	0.142520182
372	0.984962406	0.1420050108
373	0.984962406	0.1415081275
374	0.984962406	0.1410785478
375	0.984962406	0.1404420407
376	0.984962406	0.1400176266
377	0.984962406	0.1398077531
378	0.984962406	0.1396558068
379	0.984962406	0.1392012322
380	0.984962406	0.138736659
381	0.984962406	0.1382717288
382	0.984962406	0.1378786433
383	0.984962406	0.1372713552
384	0.984962406	0.1368760565
385	0.984962406	0.1366559521
386	0.984962406	0.1364714142
387	0.984962406	0.1363457781
388	0.984962406	0.1359659966
389	0.984962406	0.1356089945
390	0.984962406	0.1352476456
391	0.9862155388	0.1347387254
392	0.984962406	0.1345218879
393	0.984962406	0.1340837619
394	0.984962406	0.1334617382
395	0.984962406	0.1333369691
396	0.984962406	0.1328542647
397	0.984962406	0.1322576966
398	0.984962406	0.1316807437
399	0.984962406	0.1315833476
400	0.984962406	0.1312056886
401	0.9874686717	0.1308077052
402	0.9874686717	0.1302937008
403	0.9874686717	0.1299506831
404	0.9874686717	0.1294634271
405	0.9874686717	0.1289703475
406	0.9874686717	0.128776673
407	0.9887218045	0.128216118
408	0.9887218045	0.1280079845
409	0.9887218045	0.1274843412
410	0.9887218045	0.1270387604
411	0.9887218045	0.1267737078
412	0.9887218045	0.1266786583
413	0.9887218045	0.1262179657
414	0.9887218045	0.1258912491
415	0.9887218045	0.1254985506
416	0.9887218045	0.125280825
417	0.9887218045	0.1249010866
418	0.9887218045	0.1247033893
419	0.9899749373	0.1243579508
420	0.9912280702	0.1241148285
421	0.9912280702	0.1238265892
422	0.9912280702	0.1236182217
423	0.9912280702	0.1233504398
424	0.9912280702	0.1229303175
425	0.9912280702	0.12258007
426	0.9912280702	0.1225280002
427	0.9912280702	0.1221667536
428	0.9912280702	0.1219190336
429	0.9912280702	0.1216414921
430	0.9912280702	0.1212907015
431	0.9912280702	0.1211013299
432	0.992481203	0.1206707516
433	0.992481203	0.1204221261
434	0.992481203	0.1200019882
435	0.992481203	0.1196975235
436	0.9937343358	0.1193343922
437	0.9937343358	0.1190168054
438	0.992481203	0.1186850425
439	0.9937343358	0.1183790425
440	0.9937343358	0.1182016311
441	0.9937343358	0.1180803884
442	0.9937343358	0.1177392259
443	0.9937343358	0.1175449338
444	0.9949874687	0.1170680343
445	0.9937343358	0.1167486014
446	0.9949874687	0.1164841383
447	0.9949874687	0.1161592608
448	0.9949874687	0.1161147726
449	0.9949874687	0.1157854625
450	0.9949874687	0.1154614338
451	0.9962406015	0.1153653284
452	0.9962406015	0.1152869258
453	0.9962406015	0.1147905195
454	0.9974937343	0.1145396318
455	0.9974937343	0.114252847
456	0.9974937343	0.1140927163
457	0.9962406015	0.11395496
458	0.9974937343	0.1138094969
459	0.9962406015	0.113540984
460	0.9962406015	0.1130936102
461	0.9962406015	0.1129112729
462	0.9974937343	0.1126800615
463	0.9962406015	0.112431437
464	0.9962406015	0.112259164
465	0.9962406015	0.1118641305
466	0.9962406015	0.1114354637
467	0.9974937343	0.1111746811
468	0.9974937343	0.1109507863
469	0.9974937343	0.1106586565
470	0.9974937343	0.1105295448
471	0.9974937343	0.1102715088
472	0.9974937343	0.1099827938
473	0.9974937343	0.1098275016
474	0.9974937343	0.1094837172
475	0.9974937343	0.1092231269
476	0.9974937343	0.1091022128
477	0.9974937343	0.1089316278
478	0.9974937343	0.1086109355
479	0.9974937343	0.1084146708
480	0.9974937343	0.1081984513
481	0.9974937343	0.1079446934
482	0.9974937343	0.1077583792
483	0.9974937343	0.1074833007
484	0.9974937343	0.1072441631
485	0.9974937343	0.1067911966
486	0.9974937343	0.1065255667
487	0.9974937343	0.1061637163
488	0.9974937343	0.1057420991
489	0.9974937343	0.1053747189
490	0.9974937343	0.1050797164
491	0.9974937343	0.1050188601
492	0.9974937343	0.1049065769
493	0.9974937343	0.1046406602
494	0.9974937343	0.1042075939
495	0.9974937343	0.1039517547
496	0.9974937343	0.1036768232
497	0.9974937343	0.1032679617
498	0.9974937343	0.1029775997
499	0.9974937343	0.1027468066
500	0.9987468672	0.1024621547
501	0.9987468672	0.102250593
502	0.9987468672	0.1019990438
503	0.9987468672	0.1017191775
504	0.9987468672	0.101462281
505	0.9987468672	0.1012444186
506	0.9987468672	0.1009638154
507	0.9987468672	0.1006436586
508	0.9987468672	0.1003247438
509	0.9987468672	0.1002101107
510	1	0.09977441024
511	1	0.0996844875
512	1	0.09964001812
513	1	0.09945679041
514	1	0.09922746633
515	1	0.09903479541
516	1	0.09898583027
517	0.9987468672	0.09868363748
518	0.9987468672	0.09858331522
519	0.9987468672	0.09852546511
520	1	0.09835562246
521	1	0.09813808426
522	1	0.09786710801
523	1	0.09763866443
524	1	0.09741899257
525	1	0.0972151045
526	1	0.09695271645
527	1	0.09676647822
528	1	0.09661648454
529	1	0.09637113994
530	1	0.0962419091
531	1	0.09594156093
532	1	0.0958738864
533	1	0.09571752908
534	1	0.09545819082
535	1	0.09520074679
536	1	0.09495416412
537	1	0.09465530312
538	1	0.09462554012
539	1	0.09440740022
540	1	0.09427203971
541	1	0.09393099061
542	1	0.09354884505
543	1	0.09327080894
544	1	0.09305371202
545	1	0.09296431247
546	1	0.09279213509
547	1	0.0925410282
548	1	0.09241782922
549	1	0.09234744361
550	1	0.09210760857
551	1	0.09186753049
552	1	0.09164844565
553	1	0.09145657534
554	1	0.09123110531
555	1	0.09096446635
556	1	0.09081801753
557	1	0.09051967697
558	1	0.09020603174
559	1	0.08997384194
560	1	0.08983146388
561	1	0.08963746781
562	1	0.08928866277
563	1	0.0891349462
564	1	0.08896790905
565	1	0.0887026332
566	1	0.08850694426
567	1	0.08835723475
568	1	0.08809736225
569	1	0.08783101636
570	1	0.08772391759
571	1	0.08750834417
572	1	0.08741127794
573	1	0.08716952297
574	1	0.08695735312
575	1	0.08690240209
576	1	0.08674529965
577	1	0.08644938276
578	1	0.08623783067
579	1	0.0860112284
580	1	0.08594964477
581	1	0.08583801119
582	1	0.08577828814
583	1	0.08559038971
584	1	0.08541175313
585	1	0.08528116016
586	1	0.08524715476
587	1	0.08517951507
588	1	0.08506622229
589	1	0.08499073154
590	1	0.08483202037
591	1	0.08469250799
592	1	0.08434497652
593	1	0.08416724621
594	1	0.08403379626
595	1	0.08379817769
596	1	0.0836435489
597	1	0.08361335118
598	1	0.08346534891
599	1	0.08341795014
600	1	0.08314647688
601	1	0.08303944195
602	1	0.08279878481
603	1	0.08271464332
604	1	0.08249708325
605	1	0.08219176142
606	1	0.0819584597
607	1	0.08181241517
608	1	0.08167672513
609	1	0.08165388343
610	1	0.08149016212
611	1	0.08129379983
612	1	0.08113434889
613	1	0.08104712763
614	1	0.08094475003
615	1	0.08092541865
616	1	0.08078342036
617	1	0.08058747671
618	1	0.08055329706
619	1	0.08048583058
620	1	0.08025395533
621	1	0.08018757522
622	1	0.07996021547
623	1	0.07975752888
624	1	0.07959769129
625	1	0.07949586112
626	1	0.07934185373
627	1	0.07927720245
628	1	0.07899489197
629	1	0.07879212301
630	1	0.07875021997
631	1	0.0786607693
632	1	0.07849554114
633	1	0.07841736057
634	1	0.07821861866
635	1	0.07801925929
636	1	0.0777755846
637	1	0.07759066023
638	1	0.0774870454
639	1	0.07722817932
640	1	0.07718194308
641	1	0.07702534289
642	1	0.07695699303
643	1	0.0768063833
644	1	0.0767110247
645	1	0.07662078508
646	1	0.07650224211
647	1	0.07626010864
648	1	0.07612744864
649	1	0.07599682324
650	1	0.07598241781
651	1	0.07587173472
652	1	0.0756812634
653	1	0.07545654896
654	1	0.07524151071
655	1	0.07516046052
656	1	0.07496987148
657	1	0.07480572367
658	1	0.07466751725
659	1	0.07450458958
660	1	0.07445018873
661	1	0.07438338056
662	1	0.07422848788
663	1	0.07398672237
664	1	0.07395850187
665	1	0.07370889433
666	1	0.07349629532
667	1	0.07335477666
668	1	0.07333836393
669	1	0.0732367204
670	1	0.07311942727
671	1	0.07297162499
672	1	0.07284401385
673	1	0.07265564149
674	1	0.07251199289
675	1	0.07225009702
676	1	0.07219521657
677	1	0.07202051363
678	1	0.07178490819
679	1	0.07160085754
680	1	0.07147127342
681	1	0.07134394143
682	1	0.07126125311
683	1	0.07108429808
684	1	0.0709601324
685	1	0.07086912886
686	1	0.07083184991
687	1	0.07075623108
688	1	0.0705549097
689	1	0.07039128696
690	1	0.07018665641
691	1	0.07009571654
692	1	0.06987374618
693	1	0.06981548462
694	1	0.06965843683
695	1	0.06949020258
696	1	0.069366617
697	1	0.06922273537
698	1	0.0690082585
699	1	0.06884316482
700	1	0.06881725614
701	1	0.06868407145
702	1	0.06847599877
703	1	0.06829381732
704	1	0.06819284412
705	1	0.06815934399
706	1	0.06806435041
707	1	0.06786234956
708	1	0.06777508279
709	1	0.06762458365
710	1	0.06744775816
711	1	0.06727615782
712	1	0.0671234019
713	1	0.06700014859
714	1	0.06682978761
715	1	0.06664626171
716	1	0.06655638638
717	1	0.06635558831
718	1	0.06623017233
719	1	0.06609371346
720	1	0.06600444626
721	1	0.06588827763
722	1	0.06573555503
723	1	0.06565161424
724	1	0.0654804276
725	1	0.06531796585
726	1	0.06526664943
727	1	0.06517631017
728	1	0.06507794569
729	1	0.06503010691
730	1	0.06485736473
731	1	0.06470087461
732	1	0.064580924
733	1	0.06438491776
734	1	0.06434529759
735	1	0.0641980871
736	1	0.06412453001
737	1	0.06406366997
738	1	0.06396115374
739	1	0.06380276
740	1	0.06366432408
741	1	0.06364447817
742	1	0.06358851105
743	1	0.06344262021
744	1	0.06329669908
745	1	0.06315102339
746	1	0.06301922584
747	1	0.06294373188
748	1	0.06287876172
749	1	0.06276814431
750	1	0.06268384256
751	1	0.06255225196
752	1	0.06251158345
753	1	0.06239098677
754	1	0.0622925943
755	1	0.06209525131
756	1	0.06196779752
757	1	0.0618378669
758	1	0.06175467247
759	1	0.06159495239
760	1	0.06154824713
761	1	0.06146530587
762	1	0.0614290223
763	1	0.0612921681
764	1	0.06122936671
765	1	0.06111983783
766	1	0.06094148338
767	1	0.06086068339
768	1	0.06073989876
769	1	0.06071394044
770	1	0.060573979
771	1	0.06047557503
772	1	0.06036114554
773	1	0.06023651933
774	1	0.06010641306
775	1	0.06004262757
776	1	0.05993166145
777	1	0.05977859955
778	1	0.05968757692
779	1	0.05958259448
780	1	0.05948655107
781	1	0.05940213825
782	1	0.05932242345
783	1	0.05920637959
784	1	0.05915201792
785	1	0.05903598566
786	1	0.05889977709
787	1	0.05873651802
788	1	0.05861667131
789	1	0.05849930963
790	1	0.05841327705
791	1	0.05829651626
792	1	0.05815717842
793	1	0.05805076184
794	1	0.05802767659
795	1	0.05797375549
796	1	0.05785606019
797	1	0.05776086365
798	1	0.05767793468
799	1	0.05758561254
800	1	0.05746667753
801	1	0.05734670133
802	1	0.05730682669
803	1	0.05720449902
804	1	0.05718242915
805	1	0.05709152423
806	1	0.05705229102
807	1	0.05701455315
808	1	0.05690647378
809	1	0.05689343419
810	1	0.05678554503
811	1	0.0567239372
812	1	0.05663075859
813	1	0.0565956213
814	1	0.05650265515
815	1	0.05644514535
816	1	0.05626265689
817	1	0.05612596788
818	1	0.05606853588
819	1	0.05595315197
820	1	0.05586220578
821	1	0.05575549727
822	1	0.05572338276
823	1	0.05564641201
824	1	0.05555423453
825	1	0.05544346286
826	1	0.05539224688
827	1	0.05530350926
828	1	0.05520522008
829	1	0.05519199253
830	1	0.05507944033
831	1	0.05499798681
832	1	0.05490454359
833	1	0.05474322219
834	1	0.05461330647
835	1	0.05452328181
836	1	0.05443151015
837	1	0.05438842434
838	1	0.05430086255
839	1	0.05423977037
840	1	0.0541770401
841	1	0.05413275093
842	1	0.05402904132
843	1	0.05388560838
844	1	0.05384971588
845	1	0.05370022768
846	1	0.05363577678
847	1	0.05355311837
848	1	0.05354045235
849	1	0.053458047
850	1	0.05341297307
851	1	0.0533777133
852	1	0.05335330769
853	1	0.053274341
854	1	0.05314334043
855	1	0.05310007709
856	1	0.05303937234
857	1	0.0530006867
858	1	0.05297528546
859	1	0.05287644268
860	1	0.05280512357
861	1	0.05274152614
862	1	0.05265307477
863	1	0.05249722897
864	1	0.05243757975
865	1	0.05232852876
866	1	0.05220576401
867	1	0.05213467991
868	1	0.05205630143
869	1	0.05197381778
870	1	0.0518559302
871	1	0.0517532634
872	1	0.05169453283
873	1	0.05167160123
874	1	0.05161854393
875	1	0.05152373013
876	1	0.05145300527
877	1	0.0514089614
878	1	0.05133453506
879	1	0.05122884365
880	1	0.05115576917
881	1	0.0510832284
882	1	0.05101544888
883	1	0.05086301651
884	1	0.05075951019
885	1	0.05070984612
886	1	0.05066704337
887	1	0.05058466141
888	1	0.05052109985
889	1	0.05046015057
890	1	0.05032470565
891	1	0.05021720147
892	1	0.05010883151
893	1	0.05003325337
894	1	0.04996361956
895	1	0.04990768164
896	1	0.04979097544
897	1	0.04970194351
898	1	0.04967959181
899	1	0.04960146955
900	1	0.04951186659
901	1	0.04945000467
902	1	0.04936971678
903	1	0.04923327159
904	1	0.04916691665
905	1	0.04905629882
906	1	0.04897417479
907	1	0.04894296368
908	1	0.04883396539
909	1	0.04880997034
910	1	0.04873179424
911	1	0.04866849143
912	1	0.04860259811
913	1	0.04850086485
914	1	0.04841099311
915	1	0.04832509543
916	1	0.04828588549
917	1	0.04816322016
918	1	0.0480392164
919	1	0.0479580579
920	1	0.04789234375
921	1	0.04779553566
922	1	0.04777296786
923	1	0.04767582536
924	1	0.0475780529
925	1	0.04751185891
926	1	0.04742282662
927	1	0.0473385121
928	1	0.04729100764
929	1	0.04723412022
930	1	0.04716319174
931	1	0.04706081939
932	1	0.04701005817
933	1	0.04695802943
934	1	0.04695023514
935	1	0.0468917948
936	1	0.04681055648
937	1	0.04674339143
938	1	0.04666084396
939	1	0.04663892834
940	1	0.04657376753
941	1	0.04649158279
942	1	0.04642788243
943	1	0.04635908172
944	1	0.04628555379
945	1	0.04621804633
946	1	0.04612352142
947	1	0.04606083411
948	1	0.04601618163
949	1	0.0459567207
950	1	0.04590074248
951	1	0.04581630114
952	1	0.0457579216
953	1	0.04570596163
954	1	0.0456520667
955	1	0.04555948313
956	1	0.04544705531
957	1	0.04539204028
958	1	0.04535240954
959	1	0.04529252882
960	1	0.045248565
961	1	0.04517198996
962	1	0.04510977066
963	1	0.04508282108
964	1	0.04501302426
965	1	0.04495358492
966	1	0.04485879458
967	1	0.04482717967
968	1	0.04475104271
969	1	0.04472601388
970	1	0.04461258352
971	1	0.04460398978
972	1	0.04457511124
973	1	0.04447183668
974	1	0.04445914464
975	1	0.0443783891
976	1	0.04425600749
977	1	0.0441781075
978	1	0.0441134559
979	1	0.04402722912
980	1	0.0439436825
981	1	0.04392740317
982	1	0.04388788264
983	1	0.04386523848
984	1	0.04381191091
985	1	0.04369677577
986	1	0.04365570057
987	1	0.04359654735
988	1	0.04351973856
989	1	0.04345401439
990	1	0.04336912735
991	1	0.04330597177
992	1	0.04324015384
993	1	0.04316462412
994	1	0.04309043253
995	1	0.0430787905
996	1	0.04302329263
997	1	0.04293372396
998	1	0.04285891474
999	1	0.04279698857
1000	1	0.04274386165
1001	1	0.04267373564
1002	1	0.04261902105
1003	1	0.04255522119
1004	1	0.04247418435
1005	1	0.04244146954
1006	1	0.04240428722
1007	1	0.04237563487
1008	1	0.04228618305
1009	1	0.04224378736
1010	1	0.04220531507
1011	1	0.04216638788
1012	1	0.04212053297
1013	1	0.04209984082
1014	1	0.0420842888
1015	1	0.0420062636
1016	1	0.04198337863
1017	1	0.04188506241
1018	1	0.04182460061
1019	1	0.04174303121
1020	1	0.04164755118
1021	1	0.04160655579
1022	1	0.04155096541
1023	1	0.0414929417
1024	1	0.04146945966
1025	1	0.04138373855
1026	1	0.04130999577
1027	1	0.04129957794
1028	1	0.0412372312
1029	1	0.04120824481
1030	1	0.04114877942
1031	1	0.04109582107
1032	1	0.04105260075
1033	1	0.04095037649
1034	1	0.04086813557
1035	1	0.04083091699
1036	1	0.04077513476
1037	1	0.04066334526
1038	1	0.04060843018
1039	1	0.04055280957
1040	1	0.04049029359
1041	1	0.04045565077
1042	1	0.0404162655
1043	1	0.04033972316
